x y
0.585024 0.123978
0.699151 0.970667
0.716976 0.017693
0.278301 0.168046
0.932618 0.329974
0.173661 0.527245
0.771412 0.551205
0.278993 0.476908
0.071737 0.543967
0.701479 0.932674
0.049649 0.669323
0.403180 0.703514
0.251939 0.571232
0.373807 0.719026
0.667027 0.616700
0.028800 0.251931
0.972876 0.047693
0.688365 0.321877
0.621827 0.266760
0.085781 0.105534
0.765750 0.920177
0.653122 0.871688
0.073879 0.864152
0.336264 0.797997
0.647267 0.849736
0.606868 0.033587
0.110510 0.503253
0.986722 0.984523
0.329462 0.092260
0.363015 0.890702
0.863660 0.018917
0.608004 0.285011
0.525311 0.050912
0.213324 0.811792
0.873327 0.503024
0.999634 0.425822
0.517645 0.118273
0.011605 0.494298
0.850559 0.006054
0.005829 0.604239
0.474842 0.615780
0.281690 0.069756
0.464079 0.765015
0.130672 0.387931
0.048042 0.659261
0.661329 0.340912
0.646843 0.305529
0.780959 0.841570
0.057353 0.727867
0.116283 0.532523
0.484967 0.685797
0.469545 0.333110
0.418288 0.271417
0.649208 0.773395
0.885492 0.498178
0.203854 0.504133
0.809515 0.710751
0.527765 0.780825
0.390361 0.545756
0.130379 0.413547
0.079727 0.385639
0.907976 0.457753
0.602448 0.786282
0.160722 0.820790
0.314835 0.239636
0.311149 0.073955
0.391766 0.574147
0.761142 0.748726
0.826532 0.472209
0.866987 0.488783
0.498283 0.977512
0.071208 0.734695
0.433478 0.552616
0.074874 0.161328
0.732258 0.816534
0.218976 0.109403
0.873348 0.393770
0.487472 0.900399
0.961385 0.889523
0.425398 0.705732
0.567245 0.753185
0.529623 0.651118
0.746789 0.967842
0.519496 0.159725
0.377682 0.600691
0.773250 0.079037
0.049752 0.777812
0.125579 0.394944
0.624768 0.880631
0.885088 0.199292
0.027106 0.679922
0.539801 0.594082
0.641434 0.434830
0.610863 0.820953
0.701041 0.810902
0.295354 0.153508
0.003673 0.879307
0.019052 0.507138
0.564589 0.338588
0.547869 0.803635
0.160065 0.797565
0.387990 0.546656
0.560962 0.919053
0.436702 0.051095
0.314832 0.459580
0.406427 0.075344
0.002793 0.542912
0.874163 0.812472
0.342800 0.112386
0.699343 0.859449
0.810744 0.320587
0.233870 0.601719
0.816798 0.991880
0.614559 0.305521
0.613595 0.508309
0.040728 0.034949
0.636342 0.295827
0.402194 0.605263
0.017509 0.898949
0.733807 0.536819
0.033956 0.723028
0.290701 0.823818
0.596274 0.388423
0.699831 0.568443
0.207261 0.632734
0.648216 0.079762
0.139746 0.555056
0.373683 0.262100
0.741105 0.839561
0.538685 0.029479
0.775715 0.651409
0.368803 0.665269
0.989060 0.654116
0.360718 0.135901
0.022137 0.486274
0.284991 0.870196
0.525513 0.344499
0.567135 0.843172
0.472751 0.769229
0.454049 0.388503
0.567906 0.541788
0.468372 0.230479
0.581523 0.503750
0.882626 0.401441
0.804317 0.291733
0.589693 0.603621
0.533123 0.575937
0.734655 0.054602
0.931106 0.729603
0.724105 0.901099
0.261202 0.224542
0.723179 0.879094
0.686110 0.131916
0.253806 0.492832
0.037341 0.907900
0.342844 0.120656
0.287489 0.417441
0.970591 0.016504
0.878714 0.422970
0.378382 0.077268
0.646487 0.520259
0.758106 0.053479
0.754094 0.258957
0.475888 0.249211
0.666931 0.853285
0.329863 0.049048
0.832730 0.702575
0.152869 0.081678
0.900026 0.400268
0.267769 0.360780
0.783967 0.447210
0.987875 0.294857
0.250640 0.015108
0.145324 0.316247
0.381265 0.102048
0.212744 0.981283
0.482346 0.786205
0.597340 0.228191
0.935213 0.598122
0.703869 0.934258
0.942433 0.491936
0.820931 0.862974
0.610534 0.235398
0.382636 0.541645
0.610661 0.419337
0.437251 0.632391
0.850777 0.687572
0.095474 0.245413
0.139243 0.936066
0.886241 0.136838
0.488653 0.637368
0.607927 0.454904
0.991723 0.900846
0.173219 0.191704
0.991795 0.769538
0.938107 0.004262
0.787363 0.535523
0.441571 0.447555
0.188583 0.939558
0.630551 0.167361
0.152427 0.112340
0.982104 0.611230
0.270395 0.689030
0.419504 0.630643
0.425600 0.318091
0.259013 0.238919
0.196362 0.130304
0.994661 0.683305
0.084648 0.395517
0.916240 0.165313
0.605278 0.114884
0.518007 0.645699
0.998716 0.644449
0.188850 0.824040
0.109811 0.288133
0.250715 0.863942
0.127797 0.896027
0.151170 0.743659
0.007665 0.827125
0.714691 0.825706
0.439714 0.232507
0.308052 0.637118
0.281506 0.661380
0.683285 0.093446
0.688796 0.678207
0.336744 0.566371
0.134187 0.208870
0.805669 0.424948
0.024111 0.063177
0.903507 0.099013
0.878929 0.661430
0.081181 0.984558
0.417394 0.087165
0.271292 0.904458
0.518783 0.254530
0.367826 0.096464
0.551528 0.669420
0.210824 0.145111
0.914674 0.129963
0.023063 0.099670
0.110785 0.383267
0.899348 0.261551
0.945892 0.945466
0.544015 0.209454
0.589861 0.670814
0.040888 0.937360
0.373192 0.289045
0.686030 0.086425
0.262214 0.685319
0.928178 0.937998
0.205818 0.912226
0.912560 0.541453
0.215414 0.135081
0.843602 0.600360
0.895636 0.698241
0.683247 0.163171
0.944429 0.937276
0.314639 0.726534
0.695617 0.133113
0.558166 0.339717
0.360326 0.563237
0.462940 0.578789
0.496673 0.543045
0.482217 0.626166
0.181122 0.126669
0.102923 0.666191
0.868562 0.890530
0.531081 0.599630
0.765215 0.882424
0.287812 0.598960
0.980947 0.039500
0.294225 0.103968
0.692526 0.646439
0.483618 0.404297
0.865924 0.541396
0.982363 0.957284
0.846466 0.962335
0.458475 0.313650
0.571807 0.669763
0.404957 0.115009
0.743299 0.944394
0.246735 0.779959
0.760100 0.970254
0.782689 0.840000
0.258316 0.472322
0.536379 0.830370
0.932912 0.240559
0.877177 0.119737
0.727615 0.694188
0.434382 0.369941
0.737500 0.314880
0.906377 0.249979
0.923173 0.865388
0.959791 0.440793
0.566909 0.132720
0.404009 0.702781
0.458906 0.123986
0.390937 0.876214
0.587799 0.886872
0.283619 0.863212
0.356664 0.444542
0.101506 0.324975
0.833705 0.405945
0.796073 0.260229
0.415241 0.011686
0.404668 0.474269
0.930579 0.538518
0.815585 0.604010
0.443285 0.365340
0.070585 0.781459
0.873082 0.990442
0.976491 0.161842
0.545686 0.075650
0.731830 0.223486
0.875970 0.019401
0.390771 0.945963
0.107087 0.685769
0.873853 0.671150
0.672572 0.009148
0.634010 0.880148
0.334382 0.106295
0.737583 0.499534
0.547979 0.177722
0.687745 0.513991
0.675496 0.302175
0.608059 0.448153
0.776933 0.513464
0.525723 0.073499
0.823335 0.495089
0.436664 0.156569
0.969840 0.223563
0.581330 0.453648
0.614842 0.755057
0.420680 0.292296
0.551156 0.252792
0.446251 0.036307
0.547192 0.428110
0.311351 0.621249
0.708745 0.200085
0.567074 0.359168
0.631994 0.021127
0.521663 0.752202
0.164217 0.181331
0.470446 0.202219
0.517565 0.549438
0.988368 0.765313
0.057154 0.727190
0.969529 0.429213
0.119859 0.793757
0.281185 0.908739
0.882859 0.966675
0.785266 0.677863
0.019297 0.660851
0.857045 0.120107
0.568203 0.530194
0.703572 0.844906
0.874583 0.986880
0.578529 0.372113
0.612059 0.684834
0.120700 0.909269
0.405143 0.183763
0.253892 0.951565
0.050387 0.922967
0.947905 0.453827
0.883603 0.471539
0.678867 0.520181
0.780115 0.458338
0.294093 0.045374
0.047585 0.078863
0.540987 0.842043
0.040297 0.106432
0.420316 0.428285
0.810026 0.997691
0.384084 0.343136
0.555516 0.012321
0.194641 0.170826
0.580045 0.190226
0.836308 0.629258
0.470726 0.737266
0.275362 0.542446
0.494709 0.191190
0.565506 0.077599
0.128735 0.581952
0.478998 0.251918
0.009790 0.547858
0.416324 0.347961
0.625119 0.415141
0.466924 0.279945
0.921437 0.077880
0.832231 0.095444
0.994303 0.874171
0.068200 0.762958
0.536010 0.690901
0.958765 0.440794
0.881768 0.941170
0.016710 0.021273
0.116226 0.096936
0.298882 0.656539
0.770508 0.505850
0.555113 0.456909
0.704844 0.157858
0.980748 0.140733
0.506961 0.624236
0.369081 0.952467
0.348191 0.862829
0.339812 0.424491
0.874309 0.722683
0.302319 0.023616
0.742857 0.041466
0.578623 0.026944
0.595913 0.335970
0.123985 0.046091
0.467271 0.355778
0.669288 0.973041
0.199219 0.912187
0.367563 0.501097
0.321045 0.682451
0.869482 0.217725
0.418072 0.828027
0.257548 0.492409
0.764294 0.335770
0.648828 0.312705
0.617882 0.337459
0.508705 0.734458
0.562240 0.006238
0.821047 0.798398
0.372293 0.237891
0.609422 0.682716
0.115479 0.057970
0.952166 0.432250
0.614211 0.950377
0.843106 0.983323
0.787414 0.857953
0.764491 0.513256
0.853659 0.462295
0.349310 0.805865
0.165772 0.012164
0.879517 0.201181
0.010361 0.197426
0.140736 0.399689
0.006154 0.088347
0.783389 0.950628
0.491828 0.784013
0.877513 0.578311
0.871106 0.271221
0.162177 0.858546
0.168748 0.466406
0.917819 0.707176
0.659090 0.539812
0.065339 0.370297
0.639615 0.353124
0.897539 0.091846
0.120560 0.810633
0.251793 0.393620
0.052201 0.943550
0.862716 0.315394
0.797321 0.634714
0.966205 0.625649
0.760709 0.003469
0.279844 0.497373
0.574016 0.250706
0.305300 0.267707
0.463199 0.054774
0.848092 0.126453
0.651807 0.644278
0.143183 0.953213
0.429209 0.712638
0.304477 0.517683
0.179046 0.785124
0.828084 0.321535
0.893045 0.397486
0.237368 0.536372
0.949449 0.387302
0.701839 0.345196
0.988801 0.842566
0.597372 0.007171
0.555671 0.380778
0.578724 0.912342
0.102003 0.559881
0.372682 0.559845
0.687743 0.242432
0.480818 0.253173
0.329348 0.755445
0.844277 0.267624
0.581283 0.138410
0.498688 0.746401
0.961496 0.677015
0.063225 0.971307
0.112435 0.345658
0.704038 0.872294
0.180819 0.524088
0.455750 0.156171
0.756932 0.711441
0.494986 0.509490
0.683204 0.499217
0.066275 0.365568
0.682431 0.625391
0.583888 0.036294
0.239122 0.967628
0.373533 0.252941
0.386975 0.841429
0.759554 0.787899
0.515251 0.949848
0.132279 0.262780
0.222527 0.697236
0.097713 0.493310
0.615919 0.499977
0.737708 0.776809
0.242961 0.929223
0.889350 0.510130
0.769695 0.855691
0.166949 0.710693
0.235486 0.098793
0.195010 0.612860
0.147790 0.408000
0.390918 0.362255
0.153173 0.251285
0.409299 0.935812
0.627467 0.932754
0.067942 0.036704
0.903264 0.455902
0.073552 0.301854
0.873528 0.072023
0.392514 0.843601
0.207420 0.099202
0.588382 0.855514
0.789828 0.611186
0.696884 0.646288
0.501676 0.100174
0.453856 0.514543
0.385463 0.459723
0.441464 0.059986
0.383793 0.729348
0.074393 0.406584
0.154215 0.311109
0.765008 0.557664
0.509251 0.828952
0.384855 0.026898
0.066804 0.917264
0.775425 0.978455
0.237924 0.951488
0.815848 0.016528
0.480409 0.016593
0.215524 0.180289
0.393156 0.540511
0.493528 0.536200
0.142350 0.950346
0.527242 0.337247
0.126512 0.893821
0.763618 0.075941
0.987225 0.998878
0.281678 0.783858
0.143178 0.562868
0.673239 0.657199
0.897194 0.937138
0.976882 0.217223
0.425232 0.350726
0.982266 0.413138
0.563293 0.147410
0.716869 0.964425
0.291188 0.268590
0.070121 0.324186
0.759120 0.853762
0.809592 0.137201
0.976560 0.064166
0.874357 0.225446
0.753371 0.345326
0.820313 0.666014
0.531655 0.055440
0.920828 0.671846
0.872141 0.280964
0.604920 0.030009
0.129670 0.293408
0.974994 0.628931
0.777175 0.028011
0.167329 0.916401
0.445505 0.806439
0.722917 0.460541
0.340993 0.299335
0.319227 0.458168
0.925694 0.811320
0.443931 0.043384
0.990004 0.618132
0.028490 0.657379
0.222898 0.090254
0.220497 0.108192
0.718792 0.440448
0.721304 0.594943
0.132842 0.584920
0.061328 0.264980
0.327429 0.948289
0.244257 0.763553
0.606064 0.977930
0.473651 0.185375
0.851635 0.634561
0.384928 0.378055
0.808871 0.251742
0.170127 0.744287
0.043329 0.602253
0.733705 0.558075
0.804059 0.421471
0.211796 0.679771
0.583165 0.834230
0.326996 0.238284
0.301813 0.304662
0.699634 0.130955
0.225537 0.241364
0.473816 0.238929
0.130907 0.142278
0.374862 0.852861
0.517607 0.551694
0.744775 0.797015
0.534680 0.100902
0.952210 0.406585
0.335657 0.021950
0.889016 0.082527
0.626397 0.103909
0.253272 0.510309
0.273602 0.901996
0.916125 0.026010
0.487896 0.928599
0.024101 0.953632
0.370787 0.216671
0.007261 0.829719
0.492615 0.882695
0.256685 0.007708
0.872834 0.266121
0.343468 0.424834
0.065756 0.841033
0.475351 0.300395
0.988701 0.784548
0.802928 0.309115
0.583649 0.965015
0.762302 0.104353
0.062000 0.750743
0.527777 0.951266
0.194975 0.583396
0.529503 0.366674
0.688705 0.300442
0.686286 0.163932
0.449158 0.461181
0.891454 0.459812
0.102442 0.067941
0.326838 0.938776
0.457392 0.279135
0.711680 0.605076
0.595959 0.623280
0.229530 0.851141
0.024186 0.784937
0.066777 0.726067
0.911967 0.518616
0.604210 0.076416
0.255734 0.756910
0.168575 0.784270
0.968109 0.783236
0.168890 0.326292
0.336731 0.085713
0.873896 0.825343
0.724972 0.640086
0.687693 0.413286
0.177749 0.210248
0.815188 0.830329
0.020939 0.163320
0.018388 0.554783
0.979273 0.430175
0.661652 0.133436
0.889066 0.025589
0.360524 0.963609
0.388792 0.657736
0.231208 0.001616
0.924092 0.071306
0.619311 0.633070
0.714222 0.938830
0.456508 0.160690
0.380700 0.076850
0.245239 0.326239
0.555439 0.452477
0.331781 0.096592
0.660290 0.642238
0.140313 0.789960
0.096289 0.195444
0.635140 0.380445
0.955040 0.381350
0.230815 0.477816
0.434507 0.647789
0.843694 0.835103
0.260221 0.024102
0.669967 0.844267
0.917229 0.083077
0.788066 0.141540
0.368518 0.395062
0.908721 0.802891
0.839900 0.124551
0.524948 0.635161
0.852337 0.865413
0.803780 0.857855
0.780700 0.497855
0.419911 0.395728
0.945434 0.842668
0.777843 0.118205
0.535304 0.870152
0.472018 0.838045
0.965374 0.667346
0.316324 0.904579
0.081740 0.354443
0.456479 0.864426
0.623658 0.118202
0.940705 0.358298
0.201276 0.823740
0.738443 0.245096
0.541449 0.451560
0.281000 0.665603
0.453276 0.860380
0.262226 0.419678
0.219567 0.140546
0.153066 0.763961
0.199189 0.212782
0.531575 0.638317
0.961970 0.192608
0.639759 0.856452
0.043324 0.366613
0.862821 0.175989
0.119379 0.347163
0.951490 0.614863
0.466007 0.922498
0.132828 0.297250
0.350794 0.872421
0.778214 0.721724
0.939072 0.752662
0.977328 0.422834
0.159887 0.458719
0.083682 0.162169
0.591009 0.623651
0.445211 0.473015
0.243857 0.817869
0.683853 0.528964
0.981244 0.793070
0.903856 0.635634
0.458506 0.846519
0.925185 0.477726
0.233124 0.387560
0.250833 0.777151
0.034641 0.126501
0.132726 0.748299
0.222322 0.683104
0.923202 0.207114
0.015564 0.108935
0.260883 0.402950
0.125657 0.118817
0.441168 0.674319
0.066730 0.042700
0.482219 0.485952
0.354901 0.185625
0.484181 0.258739
0.539529 0.933033
0.409731 0.636420
0.277083 0.344176
0.340028 0.555944
0.472478 0.088079
0.623301 0.431064
0.754596 0.223140
0.495967 0.201471
0.069437 0.161031
0.887966 0.746713
0.541247 0.073607
0.198512 0.121941
0.994833 0.105685
0.671541 0.621707
0.481526 0.909736
0.980336 0.807201
0.493868 0.768945
0.386104 0.245198
0.945596 0.014691
0.770873 0.936093
0.118103 0.257928
0.891046 0.885764
0.726245 0.015689
0.284930 0.677424
0.409042 0.392963
0.976537 0.516239
0.187142 0.426055
0.602267 0.251164
0.585743 0.264562
0.249039 0.228231
0.275920 0.080889
0.353108 0.619695
0.946065 0.454975
0.942105 0.548100
0.655043 0.870703
0.958906 0.220386
0.429585 0.329570
0.512585 0.824100
0.423264 0.619541
0.185768 0.494068
0.695234 0.592361
0.523638 0.844055
0.194724 0.598081
0.332576 0.195953
0.783292 0.575181
0.050188 0.528554
0.182575 0.204964
0.245042 0.376114
0.091639 0.273243
0.415660 0.260545
0.415285 0.180644
0.245509 0.507555
0.860815 0.282671
0.617512 0.648224
0.418499 0.030566
0.422813 0.637657
0.624853 0.259774
0.440606 0.611804
0.966776 0.123212
0.140824 0.537219
0.060571 0.520714
0.001855 0.799220
0.509228 0.963554
0.356213 0.440104
0.468433 0.603061
0.520945 0.965573
0.651985 0.162720
0.499408 0.673743
0.823139 0.601121
0.557838 0.715635
0.030975 0.875796
0.878427 0.301583
0.461316 0.865888
0.753824 0.663616
0.269970 0.121513
0.781398 0.493459
0.029950 0.919858
0.939261 0.158210
0.622438 0.615836
0.585103 0.576987
0.577487 0.945911
0.281360 0.422049
0.711343 0.902470
0.763331 0.658578
0.674875 0.056648
0.949922 0.685613
0.726624 0.397223
0.885913 0.374693
0.304465 0.758330
0.474017 0.569170
0.034903 0.906283
0.873911 0.013922
0.459125 0.795230
0.407610 0.999043
0.360264 0.506897
0.034925 0.739166
0.257726 0.027780
0.744606 0.621327
0.742148 0.537281
0.435656 0.645332
0.147618 0.470159
0.209177 0.191002
0.128555 0.783554
0.656554 0.525451
0.207343 0.902712
0.617656 0.907332
0.809596 0.184159
0.047515 0.858844
0.100781 0.411960
0.702687 0.463073
0.570301 0.349935
0.222877 0.340821
0.910989 0.063814
0.796982 0.844247
0.405671 0.465489
0.730906 0.921715
0.456047 0.386030
0.023250 0.069877
0.283640 0.253111
0.948089 0.149502
0.113763 0.838136
0.632919 0.643065
0.985882 0.854295
0.314771 0.199189
0.615491 0.703763
0.941448 0.878251
0.049922 0.637398
0.189966 0.122848
0.474420 0.191062
0.209435 0.443325
0.709281 0.053219
0.883762 0.072543
0.984468 0.596597
0.260338 0.413419
0.746166 0.364255
0.602253 0.389663
0.878853 0.906097
0.903957 0.784397
0.566693 0.624477
0.656610 0.286979
0.585921 0.753605
0.468822 0.244618
0.267910 0.968603
0.765858 0.971578
0.956065 0.040483
0.953464 0.199289
0.576292 0.658715
0.798581 0.629263
0.924687 0.465388
0.399873 0.344165
0.281439 0.619406
0.639081 0.612432
0.038018 0.310825
0.929393 0.734477
0.016047 0.773186
0.400578 0.657854
0.315853 0.473463
0.837781 0.786042
0.964060 0.667260
0.250697 0.250545
0.397476 0.424643
0.235149 0.466390
0.059165 0.880427
0.645171 0.982083
0.103848 0.526929
0.541025 0.957947
0.889562 0.423170
0.758410 0.903045
0.107043 0.470037
0.797886 0.915723
0.442963 0.854347
0.636273 0.896146
0.304010 0.716253
0.629494 0.746666
0.808266 0.772712
0.488790 0.989737
0.080981 0.303750
0.885236 0.864096
0.308241 0.385557
0.168158 0.184881
0.397582 0.835771
0.452649 0.288455
0.507018 0.385026
0.435234 0.445312
0.482454 0.472553
0.930622 0.715556
0.102048 0.974579
0.002296 0.230019
0.932829 0.266239
0.626769 0.098724
0.938417 0.977783
0.079797 0.580379
0.952044 0.343771
0.260735 0.537359
0.866943 0.266763
0.073041 0.626702
0.948501 0.307800
0.001123 0.465060
0.230561 0.547388
0.918263 0.041531
0.093600 0.931956
0.106883 0.941139
0.480540 0.356280
0.676408 0.655466
0.045165 0.223261
0.501507 0.534056
0.154254 0.960141
0.886762 0.404799
0.589074 0.692477
0.313258 0.891111
0.981857 0.738922
0.072558 0.286841
0.588187 0.643664
0.594266 0.599282
0.069872 0.920580
0.032066 0.592587
0.812312 0.277268
0.994701 0.049274
0.211043 0.880693
0.775533 0.205216
0.599023 0.191324
0.469080 0.664494
0.301994 0.858405
0.732059 0.727587
0.010664 0.918192
0.104266 0.730725
0.501651 0.997566
0.991947 0.115905
0.332999 0.443134
0.725632 0.376818
0.654044 0.949474
0.018087 0.631338
0.759756 0.433197
0.635240 0.460739
0.694611 0.749153
0.064490 0.370638
0.402757 0.811191
0.198196 0.149708
0.090094 0.957629
0.955066 0.577927
0.620468 0.415357
0.293478 0.388256
0.292190 0.967115
0.028688 0.252803
0.018307 0.260967
0.507266 0.760033
0.113981 0.277464
0.630727 0.565403
0.925935 0.632931
0.482750 0.884277
0.440122 0.693654
0.778597 0.825677
0.115365 0.096083
0.822094 0.528431
0.344221 0.893578
0.407026 0.911434
0.276082 0.699497
0.389976 0.688306
0.140012 0.429900
0.063130 0.991447
0.099462 0.356422
0.442751 0.422328
0.494958 0.096993
0.848309 0.169827
0.417685 0.315838
0.601412 0.760968
0.619631 0.441810
0.067676 0.763747
0.063631 0.990741
0.996898 0.652687
0.532849 0.057620
0.156116 0.424511
0.576712 0.062200
0.597526 0.816261
0.312491 0.311589
0.873289 0.786944
0.789710 0.585924
0.551004 0.539000
0.788021 0.820518
0.352354 0.888887
0.178589 0.361887
0.734194 0.069300
0.248142 0.606221
0.208486 0.435198
0.616093 0.674275
0.938287 0.446401
0.975395 0.408183
0.584646 0.356350
0.546430 0.097240
0.343582 0.245385
0.643804 0.831090
0.797326 0.638173
0.812986 0.918000
0.911011 0.193126
0.246559 0.551564
0.615396 0.084613
0.459409 0.482673
0.688069 0.463860
0.120769 0.055232
0.055846 0.013745
0.011186 0.345143
0.918178 0.836584
0.863783 0.268172
0.242006 0.133588
0.512504 0.915539
0.612516 0.372788
0.453543 0.004401
0.260235 0.027174
0.370445 0.539414
0.523370 0.474470
0.596656 0.319197
0.311971 0.690238
0.721897 0.175375
0.887687 0.071065
0.150254 0.402248
0.625245 0.050019
0.849171 0.507909
0.889344 0.805835
0.040476 0.350313
0.318311 0.043434
0.735481 0.110572
0.234655 0.107701
0.567494 0.190736
0.866271 0.459106
0.845030 0.889430
0.094068 0.992068
0.677677 0.002124
0.431125 0.955759
0.315561 0.924806
0.177153 0.662395
0.540290 0.741511
0.443937 0.659376
0.296245 0.051263
0.808956 0.303986
0.797332 0.318129
0.615621 0.776665
0.293738 0.242535
0.632333 0.806061
0.429317 0.502472
0.703376 0.756046
0.697419 0.195578
0.039906 0.809279
0.505739 0.340936
0.134428 0.160673
0.986443 0.829306
0.189081 0.035712
0.527644 0.635623
0.683889 0.611481
0.484788 0.365436
0.019236 0.181164
0.585154 0.061745
0.414549 0.274937
0.829831 0.001913
0.925537 0.396254
0.101112 0.633112
0.110865 0.833476
0.828562 0.821407
0.079932 0.452802
0.862698 0.184705
0.731744 0.173238
0.482051 0.059109
0.781494 0.852208
0.031707 0.509910
0.948331 0.157145
0.695494 0.375373
0.129930 0.627289
0.159126 0.449265
0.715895 0.998157
0.993857 0.143679
0.929645 0.850182
0.777376 0.597129
0.792948 0.285764
0.626097 0.964580
0.097396 0.675287
0.116814 0.416491
0.812258 0.771940
0.869502 0.356328
0.181930 0.279199
0.140166 0.400152
0.344657 0.814692
0.245408 0.293254
0.830203 0.718002
0.233597 0.535676
0.669346 0.002698
0.231246 0.087571
0.417550 0.020534
0.684200 0.161846
0.095238 0.062020
0.763400 0.503126
0.760331 0.675899
0.136884 0.223822
0.987629 0.982782
0.094125 0.174814
0.185450 0.912461
0.127618 0.029044
0.161250 0.688984
0.438665 0.688119
0.934904 0.601432
0.894442 0.856244
0.504807 0.649060
0.430381 0.319605
0.304557 0.965845
0.904280 0.448573
0.320843 0.002352
0.230199 0.435497
0.089327 0.796610
0.975939 0.208511
0.967957 0.636893
0.221600 0.829902
0.045066 0.802521
0.247771 0.285705
0.058057 0.258510
0.472409 0.278126
0.921421 0.744035
0.808571 0.753781
0.331094 0.865808
0.261014 0.033735
0.118008 0.408154
0.174260 0.168571
0.400126 0.954315
0.731601 0.026868
0.682571 0.422737
0.420358 0.215683
0.219980 0.546808
0.859029 0.881190
0.480309 0.972231
0.057619 0.309061
0.943813 0.704922
0.487405 0.604131
0.163638 0.051071
0.176907 0.479428
0.548422 0.064381
0.701262 0.987873
0.410424 0.158199
0.229325 0.122643
0.579313 0.563189
0.750317 0.507418
0.020137 0.762470
0.665406 0.458247
0.793645 0.491636
0.797513 0.636499
0.075079 0.120149
0.827481 0.456074
0.778355 0.167017
0.677226 0.657772
0.906848 0.895912
0.975224 0.769004
0.278854 0.485088
0.433087 0.593982
0.391326 0.802404
0.087582 0.458913
0.930468 0.593801
0.150634 0.845253
0.026282 0.493656
0.944105 0.934304
0.203365 0.860300
0.899057 0.230212
0.536248 0.941386
0.937679 0.127889
0.899224 0.363218
0.456749 0.035836
0.452589 0.598628
0.148818 0.071912
0.445662 0.785999
0.010854 0.938218
0.718816 0.766762
0.315011 0.161454
0.445980 0.352532
0.212558 0.269648
0.415529 0.933429
0.504950 0.027587
0.754970 0.012769
0.346230 0.965386
0.453440 0.203704
0.350462 0.561798
0.562541 0.484377
0.429319 0.165449
0.229090 0.741465
0.543569 0.130302
0.819813 0.021006
0.459001 0.989054
0.673745 0.310995
0.371194 0.898311
0.387810 0.897926
0.899077 0.378748
0.026600 0.437123
0.235131 0.707390
0.134472 0.839823
0.696011 0.307588
0.833253 0.553713
0.430332 0.922588
0.341256 0.679105
0.946832 0.621938
0.014890 0.267319
0.704514 0.625675
0.840386 0.828495
0.249847 0.028363
0.937771 0.755256
0.992984 0.943791
0.852169 0.269498
0.435916 0.531885
0.347022 0.812742
0.848853 0.044872
0.881798 0.928348
0.118393 0.398335
0.020995 0.285470
0.335575 0.139696
0.099768 0.953954
0.890074 0.246020
0.349934 0.504318
0.057569 0.519119
0.962039 0.983313
0.016884 0.655260
0.726571 0.773935
0.547945 0.654823
0.860843 0.842172
0.654513 0.603798
0.184771 0.500624
0.630964 0.693450
0.940475 0.498069
0.220144 0.295119
0.081543 0.798754
0.804449 0.385316
0.387224 0.659939
0.768060 0.052447
0.215667 0.279268
0.135525 0.043418
0.883954 0.862448
0.436446 0.686767
0.883906 0.871218
0.575397 0.781444
0.668510 0.027900
0.150191 0.343824
0.343293 0.398298
0.824337 0.183100
0.197241 0.631056
0.831455 0.506764
0.336734 0.229941
0.365918 0.885648
0.699405 0.394019
0.077131 0.237139
0.423264 0.746019
0.838585 0.392588
0.343332 0.580781
0.240282 0.945259
0.775426 0.141133
0.230045 0.614620
0.746502 0.816134
0.137087 0.379603
0.065947 0.441089
0.288459 0.314729
0.046888 0.044704
0.951608 0.505699
0.901740 0.229093
0.179056 0.291939
0.957239 0.634260
0.084809 0.564096
0.857023 0.349372
0.181538 0.839926
0.838613 0.822042
0.278169 0.705149
0.134780 0.648209
0.019209 0.973040
0.376161 0.553162
0.586470 0.741178
0.158692 0.307770
0.585162 0.068153
0.570289 0.254285
0.866663 0.479720
0.229233 0.165289
0.285195 0.342564
0.063191 0.968139
0.352530 0.276542
0.479122 0.375853
0.214650 0.465712
0.099450 0.834833
0.576920 0.985958
0.893351 0.119806
0.693217 0.187762
0.520147 0.723464
0.793641 0.571787
0.733824 0.524670
0.386089 0.174120
0.780360 0.339291
0.253909 0.667828
0.351291 0.940636
0.637345 0.905752
0.738677 0.941588
0.805630 0.892029
0.339069 0.580803
0.932556 0.802482
0.198390 0.422890
0.645859 0.176766
0.725116 0.975641
0.804771 0.183227
0.668637 0.110711
0.133863 0.093293
0.146320 0.036943
0.090138 0.205108
0.440304 0.410788
0.396906 0.280071
0.385545 0.334119
0.414086 0.782095
0.156797 0.506929
0.907264 0.774291
0.704589 0.900815
0.563954 0.829847
0.793032 0.610650
0.010649 0.936111
0.494960 0.547821
0.755977 0.168622
0.670174 0.250367
0.802112 0.368340
0.056038 0.260282
0.697005 0.806400
0.099997 0.594210
0.193389 0.348101
0.027269 0.027196
0.209814 0.343748
0.283974 0.823212
0.815299 0.837656
0.937570 0.122199
0.019725 0.917270
0.600882 0.252803
0.817865 0.307810
0.741888 0.055647
0.457977 0.315947
0.614102 0.379370
0.870943 0.154251
0.998091 0.099511
0.608522 0.961574
0.695222 0.340099
0.388296 0.709179
0.709974 0.303125
0.705474 0.493042
0.354585 0.395017
0.297175 0.659455
0.330169 0.203815
0.629226 0.822975
0.312543 0.812078
0.259843 0.546442
0.881207 0.161729
0.810804 0.079747
0.541155 0.790170
0.658217 0.832858
